tree_id,trunk_diam,status,health,spc_common,neighborhood
111300,3,Alive,Good,honeylocust,Ridgewood
200629,2,Alive,Good,Siberian elm,Whitestone
528386,3,Alive,Good,Callery pear,Arden Heights
514300,7,Alive,Good,red maple,Annadale-Huguenot-Prince's Bay-Eltingville
554965,6,Alive,Good,American linden,Bushwick South
247846,5,Alive,Good,pin oak,Far Rockaway-Bayswater
624705,5,Alive,Good,sycamore maple,Borough Park
100315,3,Alive,Fair,Schumard's oak,Bushwick North
159600,8,Alive,Good,honeylocust,53
114600,3,Alive,Good,honeylocust,Jamaica Estates-Holliswood
143157,2,Alive,Good,Chinese tree lilac,Laurelton
525027,13,Alive,Good,red maple,BK91
295545,9,Alive,Poor,London planetree,QN70
33565,18,Alive,Good,London planetree,Rego Park
461880,13,Alive,Fair,red maple,Bayside-Bayside Hills
402681,11,Alive,Good,sugar maple,Arden Heights
595562,0,Stump,,,Murray Hill
467895,12,Alive,Good,honeylocust,Far Rockaway-Bayswater
150560,10,Alive,Good,honeylocust,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
647968,12,Alive,Good,sweetgum,Bayside-Bayside Hills
229239,21,Alive,Good,green ash,Bellerose
555386,32,Alive,Good,London planetree,36
519852,16,Alive,Fair,London planetree,Charleston-Richmond Valley-Tottenville
691152,7,Alive,Good,Callery pear,Ft. Totten-Bay Terrace-Clearview
188523,7,Alive,Good,silver linden,13
250289,11,Alive,Good,green ash,East New York
499701,5,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
350824,20,Alive,Good,London planetree,Westerleigh
589550,0,Stump,,,Glen Oaks-Floral Park-New Hyde Park
319916,11,Alive,Fair,tree of heaven,Corona
618179,13,Alive,Good,Norway maple,BK63
644919,13,Alive,Fair,Norway maple,Bayside-Bayside Hills
649229,20,Alive,Fair,littleleaf linden,QN55
31246,6,Alive,Fair,Callery pear,Middle Village
254810,2,Alive,Good,littleleaf linden,Ocean Parkway South
685572,4,Alive,Good,American linden,Ozone Park
304743,15,Alive,Good,London planetree,Central Harlem South
1298,2,Alive,Good,ginkgo,Prospect Lefferts Gardens-Wingate
519692,11,Alive,Good,honeylocust,Woodlawn-Wakefield
14595,9,Alive,Good,Sophora,Schuylerville-Throgs Neck-Edgewater Park
47120,4,Alive,Good,Japanese zelkova,Georgetown-Marine Park-Bergen Beach-Mill Basin
152498,5,Alive,Good,pin oak,North Side-South Side
392401,11,Alive,Good,Callery pear,Queensbridge-Ravenswood-Long Island City
89757,11,Alive,Good,honeylocust,Park Slope-Gowanus
74966,9,Alive,Fair,Japanese zelkova,Marble Hill-Inwood
485143,7,Alive,Good,sawtooth oak,Sunset Park West
142502,7,Alive,Good,ginkgo,Morningside Heights
57434,20,Alive,Good,red maple,Bayside-Bayside Hills
453261,2,Alive,Good,cherry,Lower East Side
562605,16,Alive,Good,Norway maple,QN51
80354,8,Alive,Fair,honeylocust,Hamilton Heights
399684,5,Alive,Good,Japanese zelkova,Cypress Hills-City Line
351029,3,Alive,Good,London planetree,East New York
458850,5,Alive,Good,crab apple,East New York (Pennsylvania Ave)
9259,11,Alive,Good,red maple,Parkchester
222971,6,Alive,Good,cherry,New Dorp-Midland Beach
701168,3,Alive,Good,crab apple,Lindenwood-Howard Beach
348684,7,Alive,Good,common hackberry,South Jamaica
577127,20,Alive,Good,Norway maple,Georgetown-Marine Park-Bergen Beach-Mill Basin
634811,0,Stump,,,Glendale
660503,5,Alive,Good,pine,Auburndale
413217,6,Alive,Good,Callery pear,Douglas Manor-Douglaston-Little Neck
98817,17,Alive,Fair,pin oak,South Jamaica
116836,13,Alive,Good,white oak,Greenpoint
188663,4,Alive,Good,northern red oak,Morningside Heights
317058,2,Alive,Good,common hackberry,Annadale-Huguenot-Prince's Bay-Eltingville
635860,20,Alive,Good,London planetree,Douglas Manor-Douglaston-Little Neck
663766,6,Alive,Good,northern red oak,Bath Beach
430180,6,Alive,Good,hedge maple,Grasmere-Arrochar-Ft. Wadsworth
236662,2,Alive,Good,Atlantic white cedar,Forest Hills
499506,4,Alive,Good,American linden,Homecrest
419324,14,Alive,Good,honeylocust,Hunts Point
70743,3,Dead,,,East Concourse-Concourse Village
405973,13,Alive,Good,crimson king maple,Lindenwood-Howard Beach
19541,4,Alive,Good,ginkgo,Rego Park
377275,30,Alive,Good,London planetree,Middle Village
68326,10,Alive,Fair,ginkgo,Central Harlem South
261469,0,Stump,,,Hamilton Heights
782,3,Alive,Good,Sophora,Clinton
234896,3,Alive,Good,purple-leaf plum,Schuylerville-Throgs Neck-Edgewater Park
413600,3,Alive,Fair,London planetree,East New York
126686,14,Alive,Good,littleleaf linden,Great Kills
523017,12,Alive,Fair,Callery pear,West Concourse
559969,25,Alive,Good,willow oak,Oakland Gardens
172572,2,Alive,Good,white oak,Jackson Heights
101706,7,Alive,Fair,European alder,32
156537,17,Alive,Good,pin oak,Erasmus
620881,28,Alive,Good,London planetree,QN21
612515,20,Alive,Good,London planetree,Bay Ridge
264079,8,Alive,Good,honeylocust,Upper West Side
230524,14,Alive,Good,red maple,QN43
709413,27,Alive,Good,London planetree,Bath Beach
610704,6,Alive,Good,honeylocust,Pomonok-Flushing Heights-Hillcrest
116686,4,Alive,Good,honeylocust,Morningside Heights
16825,4,Alive,Poor,Callery pear,Yorkville
173100,22,Alive,Fair,Norway maple,Flatbush
39442,11,Alive,Good,littleleaf linden,Homecrest
507815,29,Alive,Fair,London planetree,Soundview-Bruckner
694579,10,Alive,Good,cherry,South Jamaica
577164,3,Alive,Good,Amur maackia,Middle Village
627269,11,Alive,Fair,crimson king maple,QN21
391220,6,Alive,Good,cherry,Stapleton-Rosebank
85621,8,Alive,Good,Callery pear,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
473276,3,Alive,Fair,cherry,Mariner's Harbor-Arlington-Port Ivory-Graniteville
616232,7,Alive,Good,Callery pear,Bay Ridge
260540,11,Alive,Fair,honeylocust,Upper East Side-Carnegie Hill
106690,7,Alive,Good,honeylocust,Manhattanville
582253,4,Alive,Good,London planetree,Clinton Hill
474249,12,Alive,Good,green ash,Auburndale
556919,0,Stump,,,Flushing
228202,10,Alive,Good,honeylocust,Stuyvesant Town-Cooper Village
306388,0,Stump,,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
183830,4,Alive,Good,Japanese zelkova,Forest Hills
423444,27,Alive,Good,London planetree,BK82
506267,5,Alive,Poor,maple,Annadale-Huguenot-Prince's Bay-Eltingville
477598,3,Alive,Fair,Schumard's oak,Port Richmond
427155,2,Alive,Good,flowering dogwood,Canarsie
14858,7,Alive,Good,cherry,College Point
618728,3,Alive,Good,horse chestnut,Sunset Park East
19654,8,Alive,Good,Callery pear,Stapleton-Rosebank
412883,8,Alive,Good,pin oak,Hammels-Arverne-Edgemere
353684,2,Alive,Good,Sophora,Queensboro Hill
115376,29,Alive,Good,London planetree,Pelham Bay-Country Club-City Island
599713,9,Alive,Good,Callery pear,Whitestone
166365,13,Alive,Good,pin oak,Westerleigh
359446,4,Alive,Good,Japanese tree lilac,Rossville-Woodrow
523168,15,Alive,Fair,Japanese zelkova,BX14
563367,8,Alive,Good,European hornbeam,Murray Hill
230978,0,Stump,,,Todt Hill-Emerson Hill-Heartland Village-Lighthous
287795,18,Alive,Good,Sophora,Washington Heights South
85728,13,Alive,Good,London planetree,Bath Beach
361007,9,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
75962,7,Alive,Good,honeylocust,Bushwick North
8182,11,Alive,Good,ginkgo,Soundview-Castle Hill-Clason Point-Harding Park
200864,18,Alive,Good,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
524925,1,Alive,Good,ginkgo,Elmhurst
713893,24,Alive,Good,green ash,QN56
440554,11,Alive,Good,silver linden,North Riverdale-Fieldston-Riverdale
294569,5,Alive,Poor,silver maple,Bronxdale
611007,7,Alive,Good,sugar maple,Springfield Gardens North
366830,4,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
488830,3,Alive,Good,pin oak,Oakwood-Oakwood Beach
386029,8,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
581576,31,Alive,Good,London planetree,Douglas Manor-Douglaston-Little Neck
206857,16,Alive,Good,green ash,Astoria
95266,7,Alive,Good,Callery pear,Central Harlem South
58106,24,Alive,Fair,scarlet oak,QN46
253262,10,Alive,Fair,ginkgo,East Village
529460,9,Alive,Good,Chinese elm,Hudson Yards-Chelsea-Flatiron-Union Square
410753,5,Dead,,,Bushwick North
62835,5,Alive,Good,silver linden,Flatbush
386871,10,Alive,Fair,shingle oak,Annadale-Huguenot-Prince's Bay-Eltingville
50057,2,Alive,Good,red maple,Kingsbridge Heights
195371,9,Alive,Fair,London planetree,West Village
204169,20,Alive,Fair,London planetree,24
556832,9,Alive,Good,Callery pear,BK72
176197,24,Alive,Good,London planetree,Woodhaven
498697,35,Alive,Good,pin oak,Spuyten Duyvil-Kingsbridge
355300,9,Alive,Fair,ginkgo,MN19
660365,23,Alive,Fair,silver maple,Murray Hill
123038,22,Alive,Good,London planetree,Ridgewood
324581,5,Alive,Poor,honeylocust,BX26
253750,7,Alive,Good,purple-leaf plum,Rossville-Woodrow
520148,12,Alive,Good,honeylocust,Annadale-Huguenot-Prince's Bay-Eltingville
705269,10,Alive,Fair,Norway maple,Ozone Park
92344,2,Alive,Poor,cherry,Mott Haven-Port Morris
468943,31,Alive,Good,London planetree,East Flatbush-Farragut
329350,19,Alive,Fair,red maple,Bayside-Bayside Hills
259366,33,Alive,Good,London planetree,Bay Ridge
562529,21,Alive,Good,silver maple,Whitestone
108834,16,Alive,Fair,green ash,Clinton Hill
695324,11,Alive,Fair,maple,QN21
344952,11,Alive,Good,honeylocust,Jackson Heights
603853,32,Alive,Good,willow oak,Richmond Hill
346504,4,Alive,Good,tartar maple,East Tremont
513495,32,Alive,Good,red maple,Great Kills
395248,13,Alive,Good,northern red oak,Van Nest-Morris Park-Westchester Square
160193,13,Alive,Good,green ash,Steinway
370832,5,Alive,Good,cherry,Westchester-Unionport
488119,7,Alive,Poor,cherry,Oakwood-Oakwood Beach
41368,3,Alive,Good,American elm,Ocean Parkway South
224430,20,Alive,Good,pin oak,Bellerose
600440,6,Alive,Good,cherry,Bayside-Bayside Hills
527159,12,Alive,Good,ash,Annadale-Huguenot-Prince's Bay-Eltingville
325725,10,Alive,Fair,Norway maple,Bellerose
253365,24,Alive,Good,green ash,Murray Hill
229771,17,Alive,Fair,honeylocust,Bellerose
72147,5,Alive,Fair,swamp white oak,Baisley Park
46421,15,Alive,Good,pin oak,Lindenwood-Howard Beach
172379,15,Alive,Good,paper birch,BX03
519331,23,Alive,Good,London planetree,Woodlawn-Wakefield
358993,15,Alive,Good,American elm,Bayside-Bayside Hills
419229,4,Alive,Good,'Schubert' chokecherry,Cypress Hills-City Line
3826,4,Alive,Fair,swamp white oak,Stapleton-Rosebank
228405,7,Alive,Fair,littleleaf linden,Lenox Hill-Roosevelt Island
292031,4,Alive,Good,silver linden,West Village
434199,3,Alive,Good,Sophora,Canarsie
247893,10,Alive,Good,Callery pear,Hunters Point-Sunnyside-West Maspeth
422166,24,Alive,Good,London planetree,Fresh Meadows-Utopia
149384,23,Alive,Good,sweetgum,Steinway
536004,21,Alive,Good,London planetree,Borough Park
470416,9,Alive,Good,Callery pear,Mariner's Harbor-Arlington-Port Ivory-Graniteville
439007,9,Alive,Fair,Callery pear,Old Town-Dongan Hills-South Beach
590813,7,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
100688,9,Alive,Good,green ash,New Springville-Bloomfield-Travis
84479,3,Alive,Good,Japanese zelkova,Marble Hill-Inwood
46396,2,Alive,Good,Japanese zelkova,Kew Gardens Hills
578932,27,Alive,Good,London planetree,Astoria
429220,6,Dead,,,Hunts Point
406775,4,Alive,Good,Japanese zelkova,Arden Heights
636856,11,Alive,Good,maple,South Ozone Park
517073,5,Alive,Good,pin oak,Co-op City
228941,29,Alive,Good,pin oak,Woodlawn-Wakefield
645957,0,Stump,,,Woodhaven
64035,3,Alive,Fair,Sophora,Marble Hill-Inwood
602137,6,Alive,Poor,boxelder,Georgetown-Marine Park-Bergen Beach-Mill Basin
155953,11,Alive,Fair,littleleaf linden,Upper West Side
391533,13,Alive,Good,silver maple,Arden Heights
643242,29,Alive,Good,littleleaf linden,Douglas Manor-Douglaston-Little Neck
689123,11,Alive,Good,littleleaf linden,Crown Heights North
462436,7,Alive,Good,honeylocust,Mariner's Harbor-Arlington-Port Ivory-Graniteville
270139,11,Alive,Good,Japanese zelkova,Queens Village
27456,16,Alive,Good,London planetree,MN23
361657,2,Alive,Good,honeylocust,Madison
266812,10,Alive,Good,littleleaf linden,Flatlands
707517,9,Alive,Good,Callery pear,Bensonhurst East
35691,12,Alive,Good,littleleaf linden,Kew Gardens Hills
191083,6,Alive,Good,silver maple,Kew Gardens
79631,4,Alive,Good,honeylocust,BX44
648939,5,Alive,Good,Japanese tree lilac,Annadale-Huguenot-Prince's Bay-Eltingville
492243,2,Alive,Good,hawthorn,Van Cortlandt Village
19886,8,Alive,Good,cherry,Old Astoria
24930,23,Alive,Good,London planetree,Bensonhurst East
601213,31,Alive,Good,pin oak,Auburndale
285996,4,Alive,Poor,red maple,Washington Heights North
139786,15,Alive,Good,pin oak,North Side-South Side
390038,27,Alive,Good,London planetree,Prospect Lefferts Gardens-Wingate
58209,17,Alive,Good,Norway maple,Flatbush
472242,14,Alive,Fair,Norway maple,16
412,15,Alive,Fair,white ash,West Brighton
210883,7,Alive,Fair,ginkgo,76
590620,22,Alive,Good,pin oak,Glen Oaks-Floral Park-New Hyde Park
470698,48,Alive,Good,pin oak,Eastchester-Edenwald-Baychester
286695,7,Alive,Good,white oak,Charleston-Richmond Valley-Tottenville
232966,16,Alive,Good,Norway maple,Kew Gardens Hills
194749,8,Alive,Good,American elm,BX75
619565,4,Alive,Good,European hornbeam,North Corona
460866,4,Alive,Good,Japanese zelkova,East New York (Pennsylvania Ave)
647114,4,Alive,Good,American elm,Bensonhurst East
154983,8,Alive,Fair,sweetgum,Greenpoint
660805,14,Alive,Fair,Sophora,Ocean Hill
83890,2,Dead,,,Mariner's Harbor-Arlington-Port Ivory-Graniteville
558497,5,Alive,Good,littleleaf linden,Baisley Park
321276,2,Alive,Good,ginkgo,Pelham Bay-Country Club-City Island
82630,3,Alive,Fair,Sophora,Van Cortlandt Village
478176,8,Alive,Good,Callery pear,Rossville-Woodrow
159982,21,Alive,Good,London planetree,Steinway
97498,8,Alive,Good,honeylocust,Maspeth
18762,8,Alive,Good,red maple,Great Kills
170951,27,Alive,Good,black oak,Forest Hills
677489,9,Alive,Good,cherry,BK58
359467,3,Alive,Poor,cherry,Bronxdale
585799,13,Alive,Good,sweetgum,Great Kills
146065,2,Alive,Good,white oak,Jackson Heights
674599,17,Alive,Good,Norway maple,Flatlands
310596,6,Alive,Good,littleleaf linden,Astoria
52501,22,Alive,Fair,pin oak,Auburndale
620869,8,Alive,Good,cherry,Middle Village
700500,27,Alive,Good,London planetree,Rugby-Remsen Village
37125,8,Alive,Good,honeylocust,Bushwick South
443107,4,Alive,Good,Chinese elm,Mott Haven-Port Morris
216393,11,Alive,Good,Callery pear,Mariner's Harbor-Arlington-Port Ivory-Graniteville
138045,18,Alive,Good,honeylocust,Kensington-Ocean Parkway
531058,3,Dead,,,Elmhurst
160688,8,Alive,Poor,Callery pear,Bushwick South
117842,3,Alive,Fair,Chinese elm,17
165599,6,Alive,Poor,eastern redbud,Cypress Hills-City Line
198282,33,Alive,Good,silver maple,Flushing
250646,3,Alive,Fair,honeylocust,Far Rockaway-Bayswater
617035,7,Alive,Fair,golden raintree,Bay Ridge
115991,8,Alive,Good,Sophora,Central Harlem North-Polo Grounds
359926,0,Stump,,,Rossville-Woodrow
408117,10,Alive,Fair,Norway maple,Glendale
169790,6,Alive,Poor,red maple,Steinway
638785,7,Alive,Good,cherry,Murray Hill
497618,15,Alive,Good,London planetree,Woodside
348773,14,Alive,Good,sweetgum,Rossville-Woodrow
169874,7,Alive,Good,littleleaf linden,Battery Park City-Lower Manhattan
240102,15,Alive,Good,London planetree,Carroll Gardens-Columbia Street-Red Hook
676483,13,Alive,Good,Japanese zelkova,BK44
380027,19,Alive,Good,Sophora,BX10
550108,22,Alive,Good,London planetree,Prospect Lefferts Gardens-Wingate
18576,5,Alive,Good,cherry,Central Harlem South
255767,29,Alive,Fair,London planetree,Bay Ridge
337695,5,Alive,Good,crimson king maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
393487,4,Alive,Good,American elm,Homecrest
384524,5,Alive,Good,purple-leaf plum,Schuylerville-Throgs Neck-Edgewater Park
21381,11,Alive,Good,London planetree,Grasmere-Arrochar-Ft. Wadsworth
185444,5,Alive,Fair,black maple,East Tremont
6302,14,Alive,Good,honeylocust,Van Nest-Morris Park-Westchester Square
53146,11,Alive,Good,Callery pear,SI05
70700,4,Alive,Poor,northern red oak,New Springville-Bloomfield-Travis
46110,11,Alive,Good,Japanese zelkova,Brooklyn Heights-Cobble Hill
169200,16,Alive,Good,Sophora,Greenpoint
603997,14,Alive,Fair,Japanese maple,Auburndale
620693,10,Alive,Good,ginkgo,Bay Ridge
690089,25,Alive,Good,London planetree,Canarsie
430589,3,Alive,Good,Cornelian cherry,East New York
719051,28,Alive,Good,London planetree,South Ozone Park
384410,18,Alive,Fair,red maple,East Elmhurst
421495,21,Alive,Good,Japanese zelkova,Midwood
307132,11,Alive,Good,honeylocust,Upper East Side-Carnegie Hill
549385,5,Alive,Good,honeylocust,Crown Heights North
618490,4,Alive,Good,red maple,Bay Ridge
499490,7,Alive,Good,Japanese zelkova,New Springville-Bloomfield-Travis
190,15,Alive,Good,Norway maple,Ft. Totten-Bay Terrace-Clearview
145601,9,Alive,Good,green ash,BK61
722605,1,Alive,Fair,mulberry,Fresh Meadows-Utopia
602775,3,Alive,Good,sweetgum,Richmond Hill
42912,6,Alive,Good,Oklahoma redbud,Westerleigh
81422,10,Alive,Good,cherry,Westerleigh
666743,5,Alive,Good,bald cypress,Hollis
488978,2,Alive,Good,pin oak,Bedford Park-Fordham North
273985,9,Alive,Good,honeylocust,Battery Park City-Lower Manhattan
688513,5,Alive,Good,Sophora,Ocean Hill
351215,12,Alive,Good,honeylocust,Co-op City
545762,7,Alive,Good,Callery pear,Rosedale
193652,12,Alive,Good,green ash,Steinway
58085,19,Alive,Fair,scarlet oak,QN46
333307,8,Alive,Good,London planetree,Eastchester-Edenwald-Baychester
469253,2,Alive,Good,littleleaf linden,Morrisania-Melrose
662657,15,Alive,Good,pin oak,Murray Hill
46974,2,Alive,Poor,willow oak,Van Cortlandt Village
280339,27,Alive,Good,London planetree,Windsor Terrace
663753,21,Alive,Good,silver maple,East Flushing
382725,16,Alive,Good,honeylocust,Central Harlem North-Polo Grounds
182912,3,Alive,Good,Japanese hornbeam,13
98622,10,Alive,Good,green ash,Glen Oaks-Floral Park-New Hyde Park
407203,16,Alive,Good,red maple,QN06
64256,21,Alive,Good,London planetree,BK41
249902,29,Alive,Fair,Norway maple,19
73019,12,Alive,Fair,Sophora,West Village
649523,11,Alive,Fair,Norway maple,South Ozone Park
180801,4,Alive,Fair,littleleaf linden,Ridgewood
38267,2,Alive,Poor,pond cypress,Marble Hill-Inwood
131018,17,Alive,Fair,silver linden,Prospect Lefferts Gardens-Wingate
336837,16,Alive,Good,Norway maple,Eastchester-Edenwald-Baychester
216761,11,Alive,Good,littleleaf linden,Forest Hills
433699,3,Alive,Fair,pin oak,East New York
184799,8,Alive,Good,Japanese tree lilac,Fordham South
668963,23,Alive,Good,pin oak,Baisley Park
145344,13,Alive,Good,Norway maple,Fresh Meadows-Utopia
519060,12,Alive,Good,pin oak,Charleston-Richmond Valley-Tottenville
321187,11,Alive,Good,honeylocust,28
148953,11,Alive,Fair,sugar maple,15
306365,36,Alive,Fair,London planetree,Flatbush
698213,18,Alive,Good,American linden,South Jamaica
278016,17,Alive,Good,silver maple,SI35
126237,18,Alive,Good,London planetree,19
218248,10,Alive,Fair,ginkgo,Upper West Side
519235,14,Alive,Poor,scarlet oak,Woodlawn-Wakefield
590091,18,Alive,Good,honeylocust,Rosedale
247017,10,Alive,Good,cherry,Soundview-Castle Hill-Clason Point-Harding Park
710238,8,Alive,Good,Callery pear,Brownsville
641024,13,Alive,Good,northern red oak,South Ozone Park
14409,18,Alive,Good,London planetree,Whitestone
197214,22,Alive,Good,littleleaf linden,Midwood
210671,4,Alive,Good,sweetgum,Greenpoint
5800,4,Alive,Good,Chinese elm,Pelham Parkway
461006,12,Alive,Good,Sophora,Longwood
310443,9,Alive,Good,littleleaf linden,Flatbush
110942,7,Alive,Good,Sophora,Clinton Hill
367689,5,Alive,Good,littleleaf linden,Kingsbridge Heights
688999,18,Alive,Good,pin oak,Flushing
100303,15,Alive,Good,littleleaf linden,Jamaica Estates-Holliswood
164699,2,Alive,Poor,European hornbeam,Pelham Bay-Country Club-City Island
517250,1,Alive,Good,eastern redcedar,Queensboro Hill
416416,19,Alive,Fair,cherry,BK50
559973,18,Alive,Fair,sycamore maple,Oakland Gardens
552705,14,Alive,Good,honeylocust,Bushwick South
533694,13,Alive,Good,English oak,Great Kills
229847,23,Alive,Good,Japanese zelkova,Woodlawn-Wakefield
520713,13,Alive,Good,honeylocust,Annadale-Huguenot-Prince's Bay-Eltingville
629791,15,Alive,Fair,Norway maple,Murray Hill
382074,3,Alive,Poor,London planetree,Sunset Park East
349246,5,Alive,Good,cherry,Springfield Gardens North
552225,2,Alive,Good,cherry,West New Brighton-New Brighton-St. George
56066,2,Dead,,,Bayside-Bayside Hills
106076,18,Alive,Good,London planetree,Upper West Side
74577,3,Alive,Fair,Callery pear,Baisley Park
458420,16,Alive,Good,ginkgo,East Harlem North
454075,3,Alive,Poor,Persian ironwood,10
559757,8,Alive,Good,golden raintree,Oakland Gardens
633905,5,Alive,Good,Callery pear,Douglas Manor-Douglaston-Little Neck
38489,6,Alive,Good,honeylocust,Windsor Terrace
111758,2,Alive,Fair,honeylocust,Central Harlem North-Polo Grounds
40498,12,Alive,Good,honeylocust,East Harlem South
177189,11,Alive,Fair,crab apple,Old Town-Dongan Hills-South Beach
669154,25,Alive,Good,London planetree,Bensonhurst West
268470,32,Alive,Good,London planetree,Ocean Parkway South
271552,4,Alive,Good,hawthorn,Soundview-Castle Hill-Clason Point-Harding Park
28719,23,Alive,Good,Norway spruce,Middle Village
176147,32,Alive,Good,Norway maple,Erasmus
395653,33,Alive,Good,London planetree,Van Nest-Morris Park-Westchester Square
355837,4,Alive,Good,Siberian elm,Stuyvesant Heights
426254,6,Alive,Good,London planetree,East New York
507328,10,Alive,Good,maple,Annadale-Huguenot-Prince's Bay-Eltingville
472620,0,Stump,,,Hammels-Arverne-Edgemere
246430,16,Alive,Good,littleleaf linden,Bellerose
149661,12,Alive,Good,white oak,Greenpoint
251215,13,Alive,Good,honeylocust,36
57629,4,Alive,Poor,pin oak,Sunset Park West
709132,11,Alive,Fair,Callery pear,Bensonhurst West
657386,3,Alive,Good,sawtooth oak,Whitestone
379219,5,Alive,Good,Chinese elm,Pelham Parkway
580179,9,Alive,Good,Callery pear,Springfield Gardens North
149734,6,Alive,Good,Japanese zelkova,Greenpoint
441669,21,Alive,Fair,red maple,Westchester-Unionport
264917,10,Alive,Good,silver maple,Rossville-Woodrow
5580,6,Alive,Good,common hackberry,East Concourse-Concourse Village
414021,4,Alive,Good,Chinese elm,Hunts Point
592565,4,Alive,Good,sweetgum,Stuyvesant Heights
433353,20,Alive,Good,London planetree,East Tremont
687386,6,Alive,Fair,scarlet oak,Sunset Park East
428816,3,Alive,Good,cherry,Hunts Point
196219,18,Alive,Fair,London planetree,Kew Gardens
285973,35,Alive,Good,pin oak,Hamilton Heights
539844,16,Alive,Good,Japanese zelkova,Baisley Park
364406,0,Stump,,,Allerton-Pelham Gardens
487939,10,Alive,Good,Callery pear,Oakwood-Oakwood Beach
586199,24,Alive,Fair,Norway maple,Woodside
319510,15,Alive,Good,honeylocust,Hunters Point-Sunnyside-West Maspeth
639350,3,Alive,Good,hawthorn,Richmond Hill
281686,16,Alive,Good,ginkgo,Park Slope-Gowanus
594456,15,Alive,Good,American elm,Bellerose
104027,24,Alive,Good,pin oak,Bay Ridge
237895,2,Alive,Fair,crab apple,Carroll Gardens-Columbia Street-Red Hook
206174,9,Alive,Good,London planetree,Steinway
174745,3,Alive,Good,silver linden,Bushwick South
391168,7,Alive,Good,cherry,Stapleton-Rosebank
515372,11,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
525132,6,Alive,Poor,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
118523,3,Alive,Good,Chinese elm,Chinatown
36074,6,Alive,Good,Callery pear,Bensonhurst West
532233,17,Alive,Poor,Callery pear,Great Kills
705619,4,Alive,Good,ginkgo,Brownsville
716284,18,Alive,Good,London planetree,Ozone Park
413665,3,Alive,Good,honeylocust,Hunts Point
643088,8,Alive,Good,katsura tree,Flatlands
130639,8,Alive,Good,Sophora,Kew Gardens
605003,10,Alive,Good,Sophora,Auburndale
316401,5,Alive,Fair,English oak,Great Kills
528248,21,Alive,Good,sweetgum,Todt Hill-Emerson Hill-Heartland Village-Lighthous
669539,23,Alive,Good,sweetgum,Bayside-Bayside Hills
285109,19,Alive,Fair,pin oak,QN34
545056,5,Alive,Fair,American elm,Claremont-Bathgate
144315,3,Alive,Good,ginkgo,Hudson Yards-Chelsea-Flatiron-Union Square
1007,6,Alive,Good,littleleaf linden,Clinton
123273,10,Alive,Good,cherry,Upper East Side-Carnegie Hill
197154,7,Alive,Good,Chinese elm,Midwood
490663,10,Alive,Good,pin oak,Spuyten Duyvil-Kingsbridge
717578,5,Alive,Good,red maple,Woodhaven
226024,11,Alive,Good,Japanese zelkova,Midwood
274937,5,Alive,Good,swamp white oak,Queensbridge-Ravenswood-Long Island City
153978,5,Alive,Good,Callery pear,North Side-South Side
25986,8,Alive,Poor,Japanese zelkova,Windsor Terrace
327046,5,Alive,Good,Callery pear,Rossville-Woodrow
375755,13,Alive,Fair,maple,QN17
223020,2,Alive,Poor,Japanese tree lilac,Oakwood-Oakwood Beach
452077,26,Alive,Good,London planetree,New Dorp-Midland Beach
232473,13,Alive,Good,Callery pear,Woodside
190912,18,Alive,Good,Sophora,Dyker Heights
665463,29,Alive,Good,pin oak,Douglas Manor-Douglaston-Little Neck
424776,5,Alive,Good,Schumard's oak,Grymes Hill-Clifton-Fox Hills
131289,27,Alive,Good,London planetree,Oakland Gardens
505931,4,Alive,Good,northern red oak,Annadale-Huguenot-Prince's Bay-Eltingville
291418,3,Alive,Fair,Chinese tree lilac,Lindenwood-Howard Beach
139911,4,Alive,Good,pin oak,North Side-South Side
621052,6,Alive,Good,Callery pear,North Corona
400138,4,Alive,Good,Amur maple,Westchester-Unionport
226841,5,Alive,Good,Callery pear,QN43
338628,7,Alive,Good,Schumard's oak,Westerleigh
231507,22,Alive,Good,Callery pear,Arden Heights
343222,9,Dead,,,Woodlawn-Wakefield
270491,19,Alive,Good,Callery pear,Schuylerville-Throgs Neck-Edgewater Park
141196,5,Alive,Good,honeylocust,East Village
574948,23,Alive,Good,honeylocust,St. Albans
466760,13,Alive,Good,Norway maple,Mount Hope
402582,4,Alive,Good,Japanese zelkova,Westchester-Unionport
422258,2,Alive,Good,flowering dogwood,Canarsie
483273,22,Alive,Good,London planetree,North Riverdale-Fieldston-Riverdale
416249,29,Alive,Good,London planetree,Canarsie
153840,14,Alive,Good,Japanese zelkova,Park Slope-Gowanus
67827,3,Alive,Good,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square
163228,5,Alive,Fair,American linden,West Farms-Bronx River
