tree_id,trunk_diam,status,health,spc_common,neighborhood,tree_diam_category
62951,10,Alive,Poor,eastern redbud,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
188577,11,Alive,Fair,black locust,Central Harlem South,Large (18-24in)
698418,8,Alive,Good,flowering dogwood,Whitestone,Medium-Large (10-18in)
435730,17,Alive,Good,London planetree,BK82,Large (18-24in)
408403,16,Alive,Fair,Norway maple,BK25,Large (18-24in)
445906,11,Alive,Good,green ash,East New York,Large (18-24in)
672910,3,Alive,Good,American linden,Richmond Hill,Medium (3-10in)
42618,4,Alive,Fair,Callery pear,North Riverdale-Fieldston-Riverdale,Medium-Large (10-18in)
665220,16,Alive,Fair,Callery pear,St. Albans,Large (18-24in)
510134,13,Alive,Good,pin oak,Eastchester-Edenwald-Baychester,Large (18-24in)
62070,22,Alive,Fair,maple,QN18,Very large (>24in)
165925,41,Alive,Good,London planetree,Woodhaven,
514142,7,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
523628,16,Alive,Good,pin oak,Maspeth,Large (18-24in)
191475,16,Alive,Good,London planetree,Lower East Side,Large (18-24in)
473897,9,Alive,Good,Norway maple,Auburndale,Medium-Large (10-18in)
353462,11,Alive,Fair,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
258551,17,Alive,Good,Japanese zelkova,BX34,Large (18-24in)
518205,6,Alive,Good,cockspur hawthorn,Co-op City,Medium-Large (10-18in)
599709,5,Alive,Good,paper birch,Whitestone,Medium-Large (10-18in)
45370,5,Alive,Fair,eastern redbud,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium-Large (10-18in)
1607,0,Stump,,,Rugby-Remsen Village,Small (0-3in)
557179,15,Alive,Good,sweetgum,Woodlawn-Wakefield,Large (18-24in)
306953,11,Alive,Good,honeylocust,Flatbush,Large (18-24in)
109975,0,Alive,Fair,maple,Rego Park,Small (0-3in)
137603,18,Alive,Good,honeylocust,Flatbush,Large (18-24in)
56338,24,Alive,Good,Norway maple,Bayside-Bayside Hills,Very large (>24in)
327113,6,Alive,Poor,American linden,BK77,Medium-Large (10-18in)
112287,18,Alive,Good,London planetree,Kew Gardens Hills,Large (18-24in)
521242,6,Alive,Good,crab apple,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
418825,23,Alive,Good,hedge maple,Midwood,Very large (>24in)
127860,3,Alive,Fair,honeylocust,Bedford,Medium (3-10in)
225382,14,Alive,Good,Norway maple,Flatbush,Large (18-24in)
515241,10,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
217939,0,Stump,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Small (0-3in)
530030,22,Alive,Good,Callery pear,Arden Heights,Very large (>24in)
625965,12,Alive,Good,sugar maple,South Ozone Park,Large (18-24in)
227280,6,Alive,Fair,Cornelian cherry,Midwood,Medium-Large (10-18in)
523741,16,Alive,Good,eastern redcedar,Maspeth,Large (18-24in)
295530,3,Alive,Good,green ash,Queensbridge-Ravenswood-Long Island City,Medium (3-10in)
2222,24,Alive,Good,London planetree,QN62,Very large (>24in)
147022,14,Alive,Good,green ash,BK61,Large (18-24in)
439665,8,Alive,Good,sweetgum,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
586961,5,Alive,Good,purple-leaf plum,QN21,Medium-Large (10-18in)
624408,7,Alive,Good,cherry,St. Albans,Medium-Large (10-18in)
274370,3,Alive,Good,purple-leaf plum,Lindenwood-Howard Beach,Medium (3-10in)
571130,8,Alive,Good,cherry,Laurelton,Medium-Large (10-18in)
335814,13,Alive,Fair,London planetree,Charleston-Richmond Valley-Tottenville,Large (18-24in)
683672,21,Alive,Good,Norway maple,Murray Hill,Very large (>24in)
343100,20,Alive,Good,London planetree,Westerleigh,Very large (>24in)
582487,8,Alive,Good,Norway maple,Borough Park,Medium-Large (10-18in)
271797,6,Alive,Good,cherry,Soundview-Castle Hill-Clason Point-Harding Park,Medium-Large (10-18in)
617904,15,Alive,Good,honeylocust,Crown Heights North,Large (18-24in)
413074,7,Alive,Good,hedge maple,West New Brighton-New Brighton-St. George,Medium-Large (10-18in)
470916,7,Alive,Fair,cherry,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium-Large (10-18in)
180660,5,Alive,Good,honeylocust,Ridgewood,Medium-Large (10-18in)
509348,14,Alive,Good,littleleaf linden,Charleston-Richmond Valley-Tottenville,Large (18-24in)
709359,13,Alive,Good,Callery pear,Bath Beach,Large (18-24in)
564234,12,Alive,Good,silver linden,St. Albans,Large (18-24in)
591056,16,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park,Large (18-24in)
350366,16,Alive,Good,pin oak,Williamsbridge-Olinville,Large (18-24in)
197809,4,Alive,Poor,Callery pear,Murray Hill-Kips Bay,Medium-Large (10-18in)
194917,8,Alive,Good,golden raintree,Ocean Parkway South,Medium-Large (10-18in)
701063,26,Alive,Good,silver maple,Lindenwood-Howard Beach,
310272,5,Alive,Good,northern red oak,QN70,Medium-Large (10-18in)
107437,14,Alive,Good,London planetree,West Village,Large (18-24in)
61762,10,Alive,Fair,eastern redbud,North Side-South Side,Medium-Large (10-18in)
478261,6,Alive,Good,honeylocust,Port Richmond,Medium-Large (10-18in)
585456,11,Alive,Good,littleleaf linden,Rosedale,Large (18-24in)
549411,8,Alive,Good,honeylocust,Crown Heights North,Medium-Large (10-18in)
460462,3,Dead,,,Mott Haven-Port Morris,Medium (3-10in)
707078,0,Stump,,,Bayside-Bayside Hills,Small (0-3in)
239337,9,Alive,Good,honeylocust,East Williamsburg,Medium-Large (10-18in)
721419,25,Alive,Good,weeping willow,Briarwood-Jamaica Hills,
680185,9,Alive,Good,Callery pear,Kew Gardens Hills,Medium-Large (10-18in)
153009,11,Alive,Good,Norway maple,Carroll Gardens-Columbia Street-Red Hook,Large (18-24in)
344099,18,Alive,Good,pin oak,Spuyten Duyvil-Kingsbridge,Large (18-24in)
687979,7,Alive,Good,Japanese zelkova,Rugby-Remsen Village,Medium-Large (10-18in)
663526,3,Alive,Fair,Chinese elm,Hammels-Arverne-Edgemere,Medium (3-10in)
664008,3,Alive,Good,London planetree,Bayside-Bayside Hills,Medium (3-10in)
188600,24,Alive,Good,American elm,Morningside Heights,Very large (>24in)
217008,18,Alive,Good,ginkgo,Bay Ridge,Large (18-24in)
389161,2,Alive,Good,American linden,Queensboro Hill,Medium (3-10in)
170840,9,Alive,Good,honeylocust,Far Rockaway-Bayswater,Medium-Large (10-18in)
58691,17,Alive,Good,pin oak,11,Large (18-24in)
584379,5,Alive,Good,red maple,Great Kills,Medium-Large (10-18in)
107829,7,Alive,Good,silver linden,Jackson Heights,Medium-Large (10-18in)
43465,16,Alive,Fair,red maple,Ft. Totten-Bay Terrace-Clearview,Large (18-24in)
313814,11,Alive,Good,Callery pear,Hunters Point-Sunnyside-West Maspeth,Large (18-24in)
699356,5,Alive,Good,Callery pear,Ocean Parkway South,Medium-Large (10-18in)
648395,19,Alive,Fair,pin oak,11,Very large (>24in)
658055,7,Alive,Good,honeylocust,Rossville-Woodrow,Medium-Large (10-18in)
718202,5,Alive,Good,Japanese maple,South Jamaica,Medium-Large (10-18in)
597747,20,Alive,Good,sweetgum,Whitestone,Very large (>24in)
130996,10,Alive,Good,silver linden,BX44,Medium-Large (10-18in)
558842,16,Alive,Good,green ash,Baisley Park,Large (18-24in)
218958,16,Alive,Good,American elm,Elmhurst,Large (18-24in)
398706,23,Alive,Good,London planetree,Hunters Point-Sunnyside-West Maspeth,Very large (>24in)
81539,15,Alive,Good,pin oak,QN23,Large (18-24in)
649359,15,Alive,Good,Japanese zelkova,Douglas Manor-Douglaston-Little Neck,Large (18-24in)
649680,24,Alive,Good,willow oak,Auburndale,Very large (>24in)
65200,8,Alive,Good,scarlet oak,Ocean Parkway South,Medium-Large (10-18in)
719339,9,Dead,,,Jamaica,Medium-Large (10-18in)
399316,17,Alive,Good,honeylocust,QN15,Large (18-24in)
93128,3,Alive,Good,Sophora,Bushwick South,Medium (3-10in)
470895,5,Alive,Good,pin oak,Forest Hills,Medium-Large (10-18in)
465902,7,Alive,Good,hedge maple,Bensonhurst East,Medium-Large (10-18in)
151017,10,Alive,Fair,green ash,QN06,Medium-Large (10-18in)
434629,5,Alive,Good,Japanese zelkova,East New York,Medium-Large (10-18in)
680331,9,Alive,Good,littleleaf linden,Flatlands,Medium-Large (10-18in)
393950,0,Stump,,,Arden Heights,Small (0-3in)
338025,6,Alive,Fair,honeylocust,Homecrest,Medium-Large (10-18in)
704134,5,Alive,Good,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
665483,12,Alive,Fair,white ash,Jamaica,Large (18-24in)
665641,4,Alive,Good,cherry,South Jamaica,Medium-Large (10-18in)
88079,9,Alive,Good,ginkgo,Brighton Beach,Medium-Large (10-18in)
263786,9,Alive,Good,pin oak,Woodside,Medium-Large (10-18in)
24420,5,Alive,Good,Japanese tree lilac,Port Richmond,Medium-Large (10-18in)
691498,30,Alive,Good,London planetree,Madison,
180222,8,Alive,Good,Callery pear,Lincoln Square,Medium-Large (10-18in)
616491,7,Alive,Good,cherry,Bay Ridge,Medium-Large (10-18in)
694200,38,Alive,Good,London planetree,BK96,
644318,18,Alive,Poor,Norway maple,Douglas Manor-Douglaston-Little Neck,Large (18-24in)
553498,18,Alive,Good,London planetree,Grasmere-Arrochar-Ft. Wadsworth,Large (18-24in)
637475,21,Alive,Good,pin oak,Kew Gardens Hills,Very large (>24in)
450227,14,Alive,Good,honeylocust,Washington Heights South,Large (18-24in)
676152,12,Alive,Good,honeylocust,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Large (18-24in)
512328,3,Alive,Poor,ash,Annadale-Huguenot-Prince's Bay-Eltingville,Medium (3-10in)
28681,3,Alive,Good,Kentucky coffeetree,Grymes Hill-Clifton-Fox Hills,Medium (3-10in)
10683,27,Alive,Fair,London planetree,Fort Greene,
500443,4,Alive,Good,northern red oak,Norwood,Medium-Large (10-18in)
232662,10,Alive,Fair,crimson king maple,Woodlawn-Wakefield,Medium-Large (10-18in)
332353,0,Stump,,,Rossville-Woodrow,Small (0-3in)
623712,17,Alive,Poor,honeylocust,South Ozone Park,Large (18-24in)
98791,4,Dead,,,Eastchester-Edenwald-Baychester,Medium-Large (10-18in)
680554,21,Alive,Fair,Sophora,Stuyvesant Heights,Very large (>24in)
163440,3,Alive,Poor,cherry,15,Medium (3-10in)
696018,18,Alive,Good,London planetree,Prospect Lefferts Gardens-Wingate,Large (18-24in)
435435,11,Alive,Fair,American linden,Douglas Manor-Douglaston-Little Neck,Large (18-24in)
679470,12,Alive,Good,London planetree,Kew Gardens Hills,Large (18-24in)
649002,37,Alive,Fair,pin oak,Douglas Manor-Douglaston-Little Neck,
622475,11,Alive,Good,green ash,Elmhurst-Maspeth,Large (18-24in)
539033,8,Alive,Good,American linden,Middle Village,Medium-Large (10-18in)
646706,4,Alive,Good,Japanese zelkova,Woodhaven,Medium-Large (10-18in)
365895,4,Alive,Good,ginkgo,Sunset Park East,Medium-Large (10-18in)
650898,3,Alive,Good,sweetgum,Woodhaven,Medium (3-10in)
450338,9,Alive,Poor,littleleaf linden,East New York,Medium-Large (10-18in)
451769,5,Alive,Fair,honeylocust,Lenox Hill-Roosevelt Island,Medium-Large (10-18in)
648881,5,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
479038,5,Alive,Good,pin oak,Far Rockaway-Bayswater,Medium-Large (10-18in)
539290,6,Alive,Good,red maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous,Medium-Large (10-18in)
546329,31,Alive,Good,London planetree,Borough Park,
593394,4,Alive,Good,London planetree,Oakland Gardens,Medium-Large (10-18in)
402676,30,Alive,Good,London planetree,Madison,
348563,9,Alive,Good,littleleaf linden,Williamsbridge-Olinville,Medium-Large (10-18in)
339133,6,Alive,Good,Callery pear,Mott Haven-Port Morris,Medium-Large (10-18in)
661476,22,Alive,Good,London planetree,Oakland Gardens,Very large (>24in)
165623,8,Alive,Good,silver linden,BK76,Medium-Large (10-18in)
629362,29,Alive,Good,London planetree,Middle Village,
390619,2,Alive,Good,ginkgo,Grymes Hill-Clifton-Fox Hills,Medium (3-10in)
219001,13,Alive,Fair,green ash,BK37,Large (18-24in)
348430,17,Alive,Good,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Large (18-24in)
255037,10,Alive,Good,bald cypress,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
626805,34,Alive,Good,London planetree,Borough Park,
234392,8,Alive,Good,sweetgum,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium-Large (10-18in)
501273,22,Alive,Good,London planetree,Soundview-Castle Hill-Clason Point-Harding Park,Very large (>24in)
692929,23,Alive,Good,Norway maple,Kew Gardens Hills,Very large (>24in)
527764,14,Alive,Poor,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
615454,13,Alive,Good,Norway maple,Bay Ridge,Large (18-24in)
320407,11,Alive,Fair,red maple,Glen Oaks-Floral Park-New Hyde Park,Large (18-24in)
217667,6,Alive,Poor,Sophora,Upper West Side,Medium-Large (10-18in)
325365,17,Alive,Good,catalpa,Allerton-Pelham Gardens,Large (18-24in)
35728,17,Alive,Good,honeylocust,BK37,Large (18-24in)
181930,1,Alive,Good,ginkgo,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium (3-10in)
381618,24,Alive,Fair,Norway maple,Whitestone,Very large (>24in)
629802,18,Alive,Good,American linden,Murray Hill,Large (18-24in)
196634,7,Alive,Good,tree of heaven,BK43,Medium-Large (10-18in)
417673,4,Alive,Good,dawn redwood,East New York (Pennsylvania Ave),Medium-Large (10-18in)
222586,13,Alive,Good,honeylocust,Flatbush,Large (18-24in)
156696,14,Alive,Good,London planetree,Williamsburg,Large (18-24in)
592005,2,Alive,Good,American elm,Bellerose,Medium (3-10in)
253977,3,Alive,Poor,golden raintree,52,Medium (3-10in)
110229,32,Alive,Good,pin oak,25,
590015,12,Alive,Fair,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
152454,2,Alive,Good,cherry,North Side-South Side,Medium (3-10in)
286709,16,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Large (18-24in)
252103,25,Alive,Good,pin oak,SI25,
504694,3,Alive,Good,bald cypress,Parkchester,Medium (3-10in)
508583,11,Alive,Good,red maple,Great Kills,Large (18-24in)
14062,9,Alive,Good,Callery pear,Whitestone,Medium-Large (10-18in)
703042,18,Alive,Good,pin oak,Bushwick South,Large (18-24in)
250685,7,Alive,Good,Japanese zelkova,Queens Village,Medium-Large (10-18in)
465988,2,Alive,Good,Callery pear,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium (3-10in)
574312,27,Alive,Good,red maple,St. Albans,
563793,4,Alive,Good,Callery pear,Queens Village,Medium-Large (10-18in)
337752,6,Alive,Good,white ash,Mount Hope,Medium-Large (10-18in)
717356,7,Alive,Good,Sophora,Jamaica,Medium-Large (10-18in)
307028,11,Alive,Fair,honeylocust,27,Large (18-24in)
408025,19,Alive,Good,London planetree,Glendale,Very large (>24in)
661634,9,Alive,Good,Callery pear,Oakland Gardens,Medium-Large (10-18in)
640050,12,Dead,,,Baisley Park,Large (18-24in)
319051,17,Alive,Good,green ash,Glen Oaks-Floral Park-New Hyde Park,Large (18-24in)
314579,5,Alive,Fair,ginkgo,Midwood,Medium-Large (10-18in)
513842,13,Alive,Good,red maple,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
599798,2,Alive,Good,Sophora,Whitestone,Medium (3-10in)
164830,10,Alive,Good,honeylocust,28,Medium-Large (10-18in)
137085,11,Alive,Fair,Japanese zelkova,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Large (18-24in)
332531,13,Alive,Good,Japanese zelkova,Queens Village,Large (18-24in)
611833,39,Alive,Good,London planetree,QN55,
482707,5,Dead,,,Hammels-Arverne-Edgemere,Medium-Large (10-18in)
102243,3,Alive,Good,London planetree,Ridgewood,Medium (3-10in)
15746,11,Alive,Good,littleleaf linden,Pelham Bay-Country Club-City Island,Large (18-24in)
52643,0,Stump,,,Auburndale,Small (0-3in)
463236,28,Alive,Good,London planetree,Queensboro Hill,
544752,30,Alive,Fair,London planetree,BK83,
241357,10,Alive,Poor,ginkgo,Turtle Bay-East Midtown,Medium-Large (10-18in)
563216,3,Alive,Good,littleleaf linden,Queens Village,Medium (3-10in)
618442,10,Alive,Good,green ash,Sunset Park East,Medium-Large (10-18in)
199988,11,Alive,Good,Callery pear,Greenpoint,Large (18-24in)
25870,12,Alive,Fair,American elm,Crown Heights North,Large (18-24in)
327951,17,Alive,Good,Callery pear,Rossville-Woodrow,Large (18-24in)
592193,18,Alive,Fair,Norway maple,Glen Oaks-Floral Park-New Hyde Park,Large (18-24in)
59245,10,Alive,Fair,littleleaf linden,Upper East Side-Carnegie Hill,Medium-Large (10-18in)
303684,20,Alive,Good,pin oak,Sunset Park West,Very large (>24in)
364684,7,Alive,Good,cherry,Allerton-Pelham Gardens,Medium-Large (10-18in)
132287,0,Stump,,,Yorkville,Small (0-3in)
463518,9,Alive,Good,red maple,Crotona Park East,Medium-Large (10-18in)
297514,15,Alive,Good,London planetree,Flatlands,Large (18-24in)
68444,18,Alive,Good,Callery pear,Morningside Heights,Large (18-24in)
328569,2,Alive,Good,red maple,Schuylerville-Throgs Neck-Edgewater Park,Medium (3-10in)
687100,28,Alive,Good,London planetree,Canarsie,
156551,33,Alive,Good,London planetree,QN55,
640853,23,Dead,,,Richmond Hill,Very large (>24in)
665581,3,Alive,Good,Japanese tree lilac,St. Albans,Medium (3-10in)
93694,4,Dead,,,Middle Village,Medium-Large (10-18in)
323428,3,Alive,Fair,serviceberry,Highbridge,Medium (3-10in)
321365,13,Alive,Good,littleleaf linden,Queens Village,Large (18-24in)
132481,4,Alive,Good,purple-leaf plum,Forest Hills,Medium-Large (10-18in)
389704,26,Alive,Good,London planetree,Rosedale,
358475,2,Alive,Good,red maple,Westerleigh,Medium (3-10in)
307622,21,Alive,Good,Norway maple,Norwood,Very large (>24in)
571878,13,Alive,Good,Japanese zelkova,Rosedale,Large (18-24in)
599476,41,Alive,Good,green ash,Whitestone,
13527,3,Alive,Good,silver linden,College Point,Medium (3-10in)
604154,41,Alive,Good,silver maple,St. Albans,
651123,18,Alive,Fair,red maple,Arden Heights,Large (18-24in)
571122,13,Dead,,,Laurelton,Large (18-24in)
312312,13,Alive,Good,red maple,Westerleigh,Large (18-24in)
605883,8,Alive,Good,cherry,St. Albans,Medium-Large (10-18in)
703102,34,Alive,Good,London planetree,BK30,
62910,3,Alive,Fair,silver linden,Oakland Gardens,Medium (3-10in)
35056,14,Alive,Good,Japanese zelkova,East Harlem South,Large (18-24in)
636648,23,Alive,Good,London planetree,Richmond Hill,Very large (>24in)
566286,10,Alive,Good,honeylocust,Laurelton,Medium-Large (10-18in)
45292,3,Alive,Good,honeylocust,Pomonok-Flushing Heights-Hillcrest,Medium (3-10in)
433821,7,Alive,Fair,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,Medium-Large (10-18in)
613668,8,Alive,Good,Callery pear,Murray Hill,Medium-Large (10-18in)
449677,14,Alive,Good,Japanese zelkova,Morrisania-Melrose,Large (18-24in)
29481,41,Alive,Good,London planetree,Glendale,
47730,3,Alive,Good,swamp white oak,Kensington-Ocean Parkway,Medium (3-10in)
398992,6,Alive,Good,Japanese zelkova,Cypress Hills-City Line,Medium-Large (10-18in)
515326,11,Alive,Fair,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
659069,5,Alive,Good,London planetree,Stuyvesant Heights,Medium-Large (10-18in)
329316,19,Alive,Good,London planetree,25,Very large (>24in)
347198,25,Alive,Good,London planetree,Bensonhurst East,
316103,12,Alive,Good,ginkgo,Forest Hills,Large (18-24in)
631637,11,Alive,Good,honeylocust,North Corona,Large (18-24in)
221435,12,Alive,Fair,Norway maple,Jamaica Estates-Holliswood,Large (18-24in)
276979,23,Alive,Good,London planetree,Flatlands,Very large (>24in)
41476,2,Alive,Fair,London planetree,West New Brighton-New Brighton-St. George,Medium (3-10in)
66198,2,Alive,Good,crab apple,Soundview-Castle Hill-Clason Point-Harding Park,Medium (3-10in)
695502,4,Alive,Good,serviceberry,Bensonhurst West,Medium-Large (10-18in)
401092,17,Alive,Good,honeylocust,QN29,Large (18-24in)
283195,3,Alive,Good,cherry,Queens Village,Medium (3-10in)
226670,5,Alive,Good,honeylocust,Upper West Side,Medium-Large (10-18in)
665037,4,Alive,Good,American elm,Maspeth,Medium-Large (10-18in)
111248,15,Alive,Good,pin oak,Flushing,Large (18-24in)
435128,12,Alive,Fair,Norway maple,Douglas Manor-Douglaston-Little Neck,Large (18-24in)
173434,3,Alive,Fair,northern red oak,North Side-South Side,Medium (3-10in)
262815,28,Alive,Good,pin oak,24,
78142,10,Alive,Good,Norway maple,Jackson Heights,Medium-Large (10-18in)
250406,11,Alive,Good,honeylocust,Schuylerville-Throgs Neck-Edgewater Park,Large (18-24in)
567705,7,Alive,Good,Callery pear,Laurelton,Medium-Large (10-18in)
559040,3,Alive,Poor,white oak,QN26,Medium (3-10in)
531495,6,Alive,Good,Callery pear,Arden Heights,Medium-Large (10-18in)
207180,13,Alive,Good,honeylocust,QN72,Large (18-24in)
441297,17,Alive,Good,purple-leaf plum,Old Town-Dongan Hills-South Beach,Large (18-24in)
320446,6,Alive,Good,London planetree,Bay Ridge,Medium-Large (10-18in)
576684,9,Alive,Poor,littleleaf linden,Springfield Gardens North,Medium-Large (10-18in)
476666,6,Alive,Good,sawtooth oak,Port Richmond,Medium-Large (10-18in)
717802,8,Alive,Good,littleleaf linden,Ozone Park,Medium-Large (10-18in)
300260,21,Alive,Good,pin oak,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Very large (>24in)
365700,6,Alive,Good,Callery pear,Rossville-Woodrow,Medium-Large (10-18in)
71583,15,Alive,Good,sweetgum,Todt Hill-Emerson Hill-Heartland Village-Lighthous,Large (18-24in)
510741,6,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
219068,11,Alive,Good,Japanese zelkova,Park Slope-Gowanus,Large (18-24in)
342460,2,Alive,Good,Japanese tree lilac,North Corona,Medium (3-10in)
566136,26,Alive,Good,crimson king maple,Hollis,
214485,18,Alive,Good,pin oak,QN46,Large (18-24in)
595711,5,Alive,Good,cherry,Bellerose,Medium-Large (10-18in)
131521,4,Alive,Poor,northern red oak,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Medium-Large (10-18in)
147227,3,Alive,Fair,'Schubert' chokecherry,Ridgewood,Medium (3-10in)
698396,32,Alive,Good,pin oak,Murray Hill,
722229,54,Alive,Good,northern red oak,QN55,
483835,15,Alive,Good,London planetree,North Riverdale-Fieldston-Riverdale,Large (18-24in)
204977,22,Alive,Good,London planetree,Carroll Gardens-Columbia Street-Red Hook,Very large (>24in)
473248,4,Alive,Good,pin oak,Fordham South,Medium-Large (10-18in)
716697,34,Alive,Good,London planetree,QN55,
346614,9,Alive,Good,honeylocust,East Tremont,Medium-Large (10-18in)
550210,1,Alive,Good,serviceberry,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Medium (3-10in)
428568,2,Alive,Good,American elm,East Tremont,Medium (3-10in)
360790,9,Alive,Good,crimson king maple,New Brighton-Silver Lake,Medium-Large (10-18in)
553705,2,Alive,Good,ginkgo,Douglas Manor-Douglaston-Little Neck,Medium (3-10in)
80743,27,Alive,Good,black oak,QN70,
29319,8,Alive,Good,Callery pear,Middle Village,Medium-Large (10-18in)
19587,3,Alive,Good,willow oak,SI01,Medium (3-10in)
