tree_id,trunk_diam,status,health,spc_common,neighborhood,tree_diam_category
533403,14,Alive,Good,pin oak,Great Kills,Large (18-24in)
613224,4,Alive,Good,sweetgum,Douglas Manor-Douglaston-Little Neck,Medium-Large (10-18in)
510372,10,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
29431,17,Alive,Good,London planetree,Crown Heights South,Large (18-24in)
351162,13,Alive,Good,honeylocust,West Farms-Bronx River,Large (18-24in)
605518,5,Alive,Good,Norway maple,Pomonok-Flushing Heights-Hillcrest,Medium-Large (10-18in)
568009,13,Alive,Good,honeylocust,Bensonhurst West,Large (18-24in)
604883,13,Alive,Poor,crimson king maple,Auburndale,Large (18-24in)
192312,21,Alive,Good,Callery pear,BK31,Very large (>24in)
351398,7,Alive,Good,Norway maple,Rossville-Woodrow,Medium-Large (10-18in)
141138,21,Alive,Fair,London planetree,Fresh Meadows-Utopia,Very large (>24in)
387245,5,Alive,Good,London planetree,Whitestone,Medium-Large (10-18in)
719363,17,Alive,Good,Sophora,South Jamaica,Large (18-24in)
129090,5,Alive,Good,northern red oak,Stuyvesant Heights,Medium-Large (10-18in)
57369,7,Alive,Good,Callery pear,New Dorp-Midland Beach,Medium-Large (10-18in)
603090,18,Alive,Poor,London planetree,26,Large (18-24in)
612140,16,Alive,Good,pin oak,Middle Village,Large (18-24in)
74935,18,Alive,Good,London planetree,Great Kills,Large (18-24in)
577901,37,Alive,Good,silver maple,New Dorp-Midland Beach,
200948,11,Alive,Fair,pin oak,Bayside-Bayside Hills,Large (18-24in)
550620,16,Alive,Good,Norway maple,Marble Hill-Inwood,Large (18-24in)
126244,1,Alive,Good,purple-leaf plum,Hudson Yards-Chelsea-Flatiron-Union Square,Medium (3-10in)
333889,18,Alive,Good,London planetree,Canarsie,Large (18-24in)
306938,13,Alive,Good,honeylocust,27,Large (18-24in)
666072,11,Alive,Good,honeylocust,Georgetown-Marine Park-Bergen Beach-Mill Basin,Large (18-24in)
539010,8,Alive,Good,Callery pear,Middle Village,Medium-Large (10-18in)
229769,12,Dead,,,Bellerose,Large (18-24in)
312885,16,Alive,Good,pin oak,Queens Village,Large (18-24in)
43621,10,Alive,Good,honeylocust,East Harlem North,Medium-Large (10-18in)
633082,9,Alive,Good,Callery pear,Dyker Heights,Medium-Large (10-18in)
157479,29,Alive,Good,London planetree,Bayside-Bayside Hills,
364779,9,Alive,Good,green ash,Allerton-Pelham Gardens,Medium-Large (10-18in)
644315,2,Alive,Good,swamp white oak,Auburndale,Medium (3-10in)
683503,15,Alive,Good,pin oak,Flatlands,Large (18-24in)
623360,2,Dead,,,South Ozone Park,Medium (3-10in)
60765,17,Alive,Good,honeylocust,BK78,Large (18-24in)
274469,13,Alive,Good,American elm,Glen Oaks-Floral Park-New Hyde Park,Large (18-24in)
651465,13,Alive,Good,silver linden,Ozone Park,Large (18-24in)
333042,12,Alive,Good,red maple,Whitestone,Large (18-24in)
350348,31,Alive,Fair,London planetree,QN55,
41561,10,Alive,Good,ginkgo,Hudson Yards-Chelsea-Flatiron-Union Square,Medium-Large (10-18in)
401497,17,Alive,Good,maple,QN68,Large (18-24in)
381838,12,Alive,Good,honeylocust,MN31,Large (18-24in)
617339,3,Alive,Good,English oak,Bay Ridge,Medium (3-10in)
93647,34,Alive,Good,London planetree,QN18,
557636,7,Alive,Good,Callery pear,Van Cortlandt Village,Medium-Large (10-18in)
368842,0,Stump,,,Highbridge,Small (0-3in)
352879,4,Alive,Good,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
573271,38,Alive,Good,mulberry,Cambria Heights,
158020,17,Alive,Good,London planetree,Upper West Side,Large (18-24in)
706833,8,Alive,Fair,London planetree,Homecrest,Medium-Large (10-18in)
566352,12,Alive,Good,honeylocust,North Corona,Large (18-24in)
381129,4,Alive,Good,American linden,Arden Heights,Medium-Large (10-18in)
414174,6,Alive,Good,swamp white oak,East New York,Medium-Large (10-18in)
264077,3,Alive,Good,Japanese zelkova,Upper West Side,Medium (3-10in)
381067,7,Alive,Good,green ash,Arden Heights,Medium-Large (10-18in)
429673,2,Alive,Good,sawtooth oak,Cypress Hills-City Line,Medium (3-10in)
167901,11,Alive,Good,pin oak,Kew Gardens,Large (18-24in)
715859,0,Stump,,,Woodhaven,Small (0-3in)
718183,19,Alive,Good,Norway maple,Woodhaven,Very large (>24in)
196630,12,Alive,Poor,pin oak,Kew Gardens,Large (18-24in)
178266,26,Alive,Good,American linden,Park Slope-Gowanus,
164671,25,Alive,Good,London planetree,18,
613761,4,Alive,Good,Callery pear,Forest Hills,Medium-Large (10-18in)
378027,23,Alive,Good,green ash,Homecrest,Very large (>24in)
370870,16,Alive,Good,littleleaf linden,Allerton-Pelham Gardens,Large (18-24in)
644520,10,Alive,Fair,Callery pear,South Ozone Park,Medium-Large (10-18in)
375813,10,Alive,Fair,maple,QN17,Medium-Large (10-18in)
368398,13,Alive,Good,honeylocust,Laurelton,Large (18-24in)
403052,5,Alive,Good,cherry,Westchester-Unionport,Medium-Large (10-18in)
351343,25,Alive,Good,London planetree,BK82,
288062,5,Alive,Good,London planetree,Corona,Medium-Large (10-18in)
23076,3,Alive,Good,serviceberry,Astoria,Medium (3-10in)
352346,6,Alive,Good,cherry,Williamsbridge-Olinville,Medium-Large (10-18in)
576737,15,Alive,Good,littleleaf linden,QN02,Large (18-24in)
18463,10,Alive,Good,Callery pear,Central Harlem South,Medium-Large (10-18in)
542532,13,Alive,Good,Norway maple,Baisley Park,Large (18-24in)
255820,12,Alive,Fair,red maple,Charleston-Richmond Valley-Tottenville,Large (18-24in)
275845,20,Alive,Good,pin oak,Glen Oaks-Floral Park-New Hyde Park,Very large (>24in)
518868,10,Alive,Good,silver maple,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
51428,8,Alive,Fair,Callery pear,Great Kills,Medium-Large (10-18in)
592680,9,Alive,Good,maple,QN21,Medium-Large (10-18in)
374255,5,Alive,Good,littleleaf linden,Norwood,Medium-Large (10-18in)
108678,14,Alive,Good,ginkgo,QN20,Large (18-24in)
26045,10,Alive,Good,Norway maple,Ridgewood,Medium-Large (10-18in)
495520,2,Alive,Good,London planetree,Crotona Park East,Medium (3-10in)
580094,4,Alive,Good,cherry,Baisley Park,Medium-Large (10-18in)
45855,10,Alive,Good,Norway maple,Brooklyn Heights-Cobble Hill,Medium-Large (10-18in)
147677,1,Alive,Good,Sophora,East New York (Pennsylvania Ave),Medium (3-10in)
254241,4,Dead,,,Melrose South-Mott Haven North,Medium-Large (10-18in)
656896,12,Alive,Good,green ash,BK45,Large (18-24in)
194958,11,Alive,Fair,honeylocust,Arden Heights,Large (18-24in)
346001,9,Alive,Good,Norway maple,West Farms-Bronx River,Medium-Large (10-18in)
705685,17,Alive,Good,honeylocust,Brownsville,Large (18-24in)
542848,8,Alive,Good,Norway maple,SI24,Medium-Large (10-18in)
386828,10,Alive,Good,honeylocust,MN31,Medium-Large (10-18in)
123026,4,Alive,Fair,littleleaf linden,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Medium-Large (10-18in)
57147,12,Alive,Good,Japanese zelkova,Borough Park,Large (18-24in)
82174,2,Alive,Fair,northern red oak,Mott Haven-Port Morris,Medium (3-10in)
129111,4,Alive,Good,golden raintree,Bedford,Medium-Large (10-18in)
435603,4,Alive,Good,cherry,Douglas Manor-Douglaston-Little Neck,Medium-Large (10-18in)
156993,17,Alive,Good,Japanese zelkova,Williamsburg,Large (18-24in)
421413,18,Alive,Good,London planetree,Fresh Meadows-Utopia,Large (18-24in)
559643,21,Alive,Fair,honeylocust,Crown Heights South,Very large (>24in)
585622,6,Alive,Good,Callery pear,Ocean Hill,Medium-Large (10-18in)
140609,10,Alive,Good,honeylocust,Upper West Side,Medium-Large (10-18in)
233850,22,Alive,Good,London planetree,Queensboro Hill,Very large (>24in)
402492,15,Alive,Good,Japanese zelkova,Melrose South-Mott Haven North,Large (18-24in)
285676,6,Alive,Good,Callery pear,Upper West Side,Medium-Large (10-18in)
416885,24,Alive,Good,London planetree,Canarsie,Very large (>24in)
579160,8,Alive,Good,Callery pear,Rossville-Woodrow,Medium-Large (10-18in)
156612,4,Alive,Poor,Japanese zelkova,New Dorp-Midland Beach,Medium-Large (10-18in)
83744,7,Alive,Poor,sugar maple,Carroll Gardens-Columbia Street-Red Hook,Medium-Large (10-18in)
595000,27,Alive,Good,sweetgum,Bellerose,
700294,12,Alive,Good,Callery pear,Lindenwood-Howard Beach,Large (18-24in)
101281,0,Stump,,,St. Albans,Small (0-3in)
238925,3,Alive,Good,eastern redcedar,Flatbush,Medium (3-10in)
251618,3,Alive,Good,Callery pear,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium (3-10in)
7587,13,Alive,Good,pin oak,Park Slope-Gowanus,Large (18-24in)
296444,11,Alive,Good,littleleaf linden,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Large (18-24in)
721393,32,Alive,Fair,London planetree,QN55,
611630,27,Alive,Good,silver maple,10,
384191,6,Alive,Good,purple-leaf plum,Madison,Medium-Large (10-18in)
518835,15,Alive,Good,honeylocust,Co-op City,Large (18-24in)
710269,26,Alive,Good,London planetree,22,
160387,8,Alive,Good,pin oak,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
385939,9,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
25800,2,Alive,Good,southern magnolia,Hunters Point-Sunnyside-West Maspeth,Medium (3-10in)
703716,5,Alive,Good,northern red oak,Brownsville,Medium-Large (10-18in)
178339,14,Alive,Good,London planetree,Stuyvesant Town-Cooper Village,Large (18-24in)
252853,14,Alive,Fair,Sophora,Clinton,Large (18-24in)
680287,11,Alive,Good,Japanese zelkova,Flatlands,Large (18-24in)
473837,3,Alive,Good,pin oak,Fordham South,Medium (3-10in)
475432,5,Alive,Good,cherry,Port Richmond,Medium-Large (10-18in)
178728,7,Alive,Fair,Callery pear,Lincoln Square,Medium-Large (10-18in)
292175,0,Stump,,,Springfield Gardens North,Small (0-3in)
394092,3,Alive,Good,littleleaf linden,Van Nest-Morris Park-Westchester Square,Medium (3-10in)
471052,3,Alive,Poor,American elm,Co-op City,Medium (3-10in)
218811,17,Alive,Poor,London planetree,Park Slope-Gowanus,Large (18-24in)
619328,41,Alive,Good,London planetree,Bay Ridge,
239393,4,Alive,Good,sweetgum,Prospect Lefferts Gardens-Wingate,Medium-Large (10-18in)
344938,12,Alive,Good,honeylocust,Jackson Heights,Large (18-24in)
509433,10,Alive,Good,honeylocust,Allerton-Pelham Gardens,Medium-Large (10-18in)
146498,3,Alive,Good,honeylocust,East New York (Pennsylvania Ave),Medium (3-10in)
379802,5,Alive,Good,purple-leaf plum,Grymes Hill-Clifton-Fox Hills,Medium-Large (10-18in)
713813,2,Dead,,,Ozone Park,Medium (3-10in)
322857,14,Alive,Good,London planetree,Charleston-Richmond Valley-Tottenville,Large (18-24in)
345260,3,Dead,,,Prospect Lefferts Gardens-Wingate,Medium (3-10in)
147858,14,Alive,Good,littleleaf linden,Ocean Hill,Large (18-24in)
78856,2,Alive,Good,Japanese zelkova,East Williamsburg,Medium (3-10in)
46316,14,Alive,Good,Sophora,Lindenwood-Howard Beach,Large (18-24in)
177277,9,Alive,Good,silver linden,Cypress Hills-City Line,Medium-Large (10-18in)
348669,5,Alive,Good,black cherry,Williamsbridge-Olinville,Medium-Large (10-18in)
627187,5,Alive,Good,littleleaf linden,Middle Village,Medium-Large (10-18in)
424379,15,Alive,Good,Sophora,Baisley Park,Large (18-24in)
346911,2,Dead,,,Allerton-Pelham Gardens,Medium (3-10in)
588998,11,Alive,Good,silver maple,Arden Heights,Large (18-24in)
393291,6,Alive,Good,honeylocust,Morrisania-Melrose,Medium-Large (10-18in)
287011,13,Alive,Good,silver maple,East Flushing,Large (18-24in)
595338,10,Alive,Good,hedge maple,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium-Large (10-18in)
338355,15,Alive,Good,Norway maple,Rossville-Woodrow,Large (18-24in)
645227,5,Alive,Good,serviceberry,Murray Hill,Medium-Large (10-18in)
506622,7,Alive,Good,littleleaf linden,Soundview-Bruckner,Medium-Large (10-18in)
296424,3,Alive,Good,hawthorn,Cypress Hills-City Line,Medium (3-10in)
367107,11,Alive,Good,American linden,Rossville-Woodrow,Large (18-24in)
130299,13,Alive,Good,honeylocust,SI25,Large (18-24in)
454866,11,Alive,Good,honeylocust,East New York (Pennsylvania Ave),Large (18-24in)
695533,4,Alive,Good,maple,Middle Village,Medium-Large (10-18in)
123922,7,Alive,Good,cherry,Stapleton-Rosebank,Medium-Large (10-18in)
615826,9,Alive,Good,crimson king maple,Bay Ridge,Medium-Large (10-18in)
365575,18,Alive,Good,Sophora,Sunset Park West,Large (18-24in)
517853,6,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
91073,10,Alive,Fair,Sophora,BK90,Medium-Large (10-18in)
450518,4,Alive,Fair,honeylocust,Far Rockaway-Bayswater,Medium-Large (10-18in)
519025,0,Stump,,,Flatlands,Small (0-3in)
645196,2,Alive,Good,serviceberry,Maspeth,Medium (3-10in)
188225,4,Alive,Good,mulberry,QN28,Medium-Large (10-18in)
656166,0,Stump,,,Briarwood-Jamaica Hills,Small (0-3in)
199281,20,Alive,Good,London planetree,Madison,Very large (>24in)
196600,20,Alive,Good,Norway maple,BK43,Very large (>24in)
353575,29,Alive,Good,silver maple,Westerleigh,
134974,12,Alive,Good,Callery pear,Bayside-Bayside Hills,Large (18-24in)
1959,15,Alive,Good,honeylocust,Seagate-Coney Island,Large (18-24in)
77747,28,Alive,Good,London planetree,QN28,
514108,17,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
497303,15,Alive,Good,Norway maple,New Springville-Bloomfield-Travis,Large (18-24in)
609491,18,Alive,Good,Callery pear,Kew Gardens Hills,Large (18-24in)
152656,3,Alive,Good,honeylocust,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Medium (3-10in)
18833,0,Stump,,,Annadale-Huguenot-Prince's Bay-Eltingville,Small (0-3in)
313173,6,Alive,Good,Callery pear,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium-Large (10-18in)
87111,3,Alive,Good,ginkgo,Upper West Side,Medium (3-10in)
650868,2,Alive,Good,American linden,Stuyvesant Heights,Medium (3-10in)
579823,2,Alive,Good,serviceberry,St. Albans,Medium (3-10in)
657070,30,Alive,Good,pin oak,Georgetown-Marine Park-Bergen Beach-Mill Basin,
430650,4,Alive,Good,American linden,East New York,Medium-Large (10-18in)
626007,3,Alive,Good,silver linden,Borough Park,Medium (3-10in)
603125,21,Alive,Good,pin oak,Middle Village,Very large (>24in)
435147,24,Alive,Good,honeylocust,East Tremont,Very large (>24in)
654496,19,Alive,Good,London planetree,Bath Beach,Very large (>24in)
290501,8,Alive,Good,silver maple,New Brighton-Silver Lake,Medium-Large (10-18in)
686825,4,Alive,Poor,cherry,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium-Large (10-18in)
299979,35,Alive,Good,pin oak,Queensbridge-Ravenswood-Long Island City,
694920,19,Alive,Good,London planetree,Starrett City,Very large (>24in)
587101,6,Alive,Good,Callery pear,Queens Village,Medium-Large (10-18in)
8948,2,Alive,Good,sweetgum,Parkchester,Medium (3-10in)
513618,15,Alive,Good,honeylocust,Great Kills,Large (18-24in)
223144,0,Stump,,,Bellerose,Small (0-3in)
258280,32,Alive,Good,London planetree,Bay Ridge,
700828,12,Alive,Fair,Norway maple,Lindenwood-Howard Beach,Large (18-24in)
266605,4,Alive,Good,swamp white oak,Central Harlem North-Polo Grounds,Medium-Large (10-18in)
668046,2,Alive,Good,dawn redwood,Borough Park,Medium (3-10in)
85745,2,Dead,,,Bath Beach,Medium (3-10in)
601686,6,Alive,Good,Callery pear,Lindenwood-Howard Beach,Medium-Large (10-18in)
254789,14,Alive,Good,northern red oak,Schuylerville-Throgs Neck-Edgewater Park,Large (18-24in)
244078,5,Alive,Good,bur oak,East Harlem North,Medium-Large (10-18in)
656056,38,Alive,Good,pin oak,Briarwood-Jamaica Hills,
283686,17,Alive,Good,littleleaf linden,Battery Park City-Lower Manhattan,Large (18-24in)
535033,6,Alive,Good,cherry,Great Kills,Medium-Large (10-18in)
287070,12,Alive,Good,littleleaf linden,Midwood,Large (18-24in)
349381,34,Alive,Good,London planetree,St. Albans,
529682,3,Alive,Good,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,Medium (3-10in)
100943,11,Alive,Good,London planetree,Starrett City,Large (18-24in)
660928,25,Alive,Good,London planetree,QN45,
389803,3,Alive,Good,cherry,Rosedale,Medium (3-10in)
255724,7,Alive,Poor,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
91100,9,Alive,Good,American elm,Bushwick South,Medium-Large (10-18in)
374137,4,Alive,Good,honeylocust,Rugby-Remsen Village,Medium-Large (10-18in)
398021,10,Alive,Good,Norway maple,Midwood,Medium-Large (10-18in)
571723,9,Alive,Good,Callery pear,Rosedale,Medium-Large (10-18in)
550218,31,Alive,Good,black locust,Hammels-Arverne-Edgemere,
472639,2,Alive,Good,pond cypress,Mount Hope,Medium (3-10in)
301170,7,Dead,,,Great Kills,Medium-Large (10-18in)
253421,6,Alive,Good,honeylocust,East Concourse-Concourse Village,Medium-Large (10-18in)
578560,9,Alive,Good,Norway maple,Maspeth,Medium-Large (10-18in)
212211,0,Stump,,,Washington Heights South,Small (0-3in)
360806,39,Alive,Good,silver maple,24,
282012,0,Stump,,,Prospect Heights,Small (0-3in)
602602,17,Alive,Fair,Japanese zelkova,Ozone Park,Large (18-24in)
613768,6,Alive,Fair,tulip-poplar,Forest Hills,Medium-Large (10-18in)
550863,17,Alive,Fair,Norway maple,West New Brighton-New Brighton-St. George,Large (18-24in)
437389,6,Alive,Good,pin oak,Mott Haven-Port Morris,Medium-Large (10-18in)
364511,12,Alive,Good,sycamore maple,Van Nest-Morris Park-Westchester Square,Large (18-24in)
467272,28,Alive,Good,American elm,Mariner's Harbor-Arlington-Port Ivory-Graniteville,
420956,13,Alive,Good,honeylocust,Seagate-Coney Island,Large (18-24in)
90323,11,Alive,Good,Callery pear,New Brighton-Silver Lake,Large (18-24in)
147807,14,Alive,Good,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,Large (18-24in)
697748,11,Alive,Good,maple,Ft. Totten-Bay Terrace-Clearview,Large (18-24in)
144002,4,Alive,Good,Japanese zelkova,Park Slope-Gowanus,Medium-Large (10-18in)
374324,5,Alive,Good,'Schubert' chokecherry,Prospect Lefferts Gardens-Wingate,Medium-Large (10-18in)
444382,3,Alive,Good,willow oak,East New York,Medium (3-10in)
109540,5,Alive,Fair,'Schubert' chokecherry,Ridgewood,Medium-Large (10-18in)
721111,6,Alive,Good,London planetree,Baisley Park,Medium-Large (10-18in)
91051,4,Alive,Good,honeylocust,Astoria,Medium-Large (10-18in)
37707,11,Alive,Poor,Norway maple,15,Large (18-24in)
454832,27,Alive,Fair,London planetree,Washington Heights North,
478775,8,Alive,Fair,Norway maple,Kingsbridge Heights,Medium-Large (10-18in)
37204,6,Alive,Good,northern red oak,Bushwick South,Medium-Large (10-18in)
596862,5,Alive,Good,swamp white oak,West Concourse,Medium-Large (10-18in)
196610,19,Alive,Good,Norway maple,17,Very large (>24in)
3173,0,Stump,,,Greenpoint,Small (0-3in)
609815,26,Alive,Good,London planetree,Pomonok-Flushing Heights-Hillcrest,
653903,17,Dead,,,Bay Ridge,Large (18-24in)
610871,15,Alive,Good,London planetree,Springfield Gardens North,Large (18-24in)
316935,25,Alive,Good,London planetree,Georgetown-Marine Park-Bergen Beach-Mill Basin,
437697,2,Dead,,,East Tremont,Medium (3-10in)
266644,11,Alive,Good,honeylocust,Flatlands,Large (18-24in)
465424,7,Alive,Good,honeylocust,Far Rockaway-Bayswater,Medium-Large (10-18in)
295452,6,Alive,Good,black oak,Bronxdale,Medium-Large (10-18in)
72580,6,Alive,Good,Japanese zelkova,East Concourse-Concourse Village,Medium-Large (10-18in)
87623,4,Alive,Good,Japanese zelkova,Jackson Heights,Medium-Large (10-18in)
117701,6,Alive,Fair,common hackberry,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
279243,5,Alive,Good,black oak,East Flatbush-Farragut,Medium-Large (10-18in)
271293,13,Alive,Good,sweetgum,25,Large (18-24in)
470898,23,Alive,Fair,American linden,Forest Hills,Very large (>24in)
702235,7,Alive,Good,American linden,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium-Large (10-18in)
39444,3,Alive,Good,honeylocust,Homecrest,Medium (3-10in)
374606,3,Alive,Good,crab apple,Cypress Hills-City Line,Medium (3-10in)
692710,4,Alive,Good,'Schubert' chokecherry,Canarsie,Medium-Large (10-18in)
27602,4,Alive,Good,honeylocust,West Village,Medium-Large (10-18in)
260172,31,Alive,Good,London planetree,BK42,
683581,21,Alive,Good,silver maple,Whitestone,Very large (>24in)
178390,5,Alive,Good,cherry,Douglas Manor-Douglaston-Little Neck,Medium-Large (10-18in)
244668,5,Alive,Good,tulip-poplar,Springfield Gardens South-Brookville,Medium-Large (10-18in)
394467,27,Alive,Good,London planetree,Lindenwood-Howard Beach,
187531,4,Alive,Poor,Norway maple,Steinway,Medium-Large (10-18in)
45746,11,Alive,Fair,Japanese zelkova,Marble Hill-Inwood,Large (18-24in)
552754,8,Alive,Good,Japanese zelkova,Bushwick South,Medium-Large (10-18in)
532997,30,Alive,Good,pin oak,Elmhurst,
387307,29,Alive,Good,London planetree,QN49,
155603,4,Alive,Good,honeylocust,Prospect Heights,Medium-Large (10-18in)
463229,9,Alive,Good,cherry,Queensboro Hill,Medium-Large (10-18in)
114779,25,Alive,Good,London planetree,Flushing,
305457,8,Alive,Good,pin oak,Lincoln Square,Medium-Large (10-18in)
263873,2,Alive,Good,katsura tree,Forest Hills,Medium (3-10in)
576653,12,Alive,Good,American linden,Springfield Gardens North,Large (18-24in)
128523,24,Alive,Good,London planetree,Oakland Gardens,Very large (>24in)
502652,8,Alive,Good,red maple,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
39417,3,Alive,Good,Japanese zelkova,Fresh Meadows-Utopia,Medium (3-10in)
442751,25,Alive,Good,honeylocust,Far Rockaway-Bayswater,
38607,4,Alive,Fair,black walnut,Marble Hill-Inwood,Medium-Large (10-18in)
347662,26,Alive,Fair,London planetree,Bensonhurst East,
695699,6,Alive,Fair,cherry,Middle Village,Medium-Large (10-18in)
524539,6,Alive,Good,Callery pear,Rossville-Woodrow,Medium-Large (10-18in)
469603,11,Alive,Good,honeylocust,Bedford Park-Fordham North,Large (18-24in)
679123,18,Alive,Good,honeylocust,56,Large (18-24in)
315988,2,Dead,,,Lindenwood-Howard Beach,Medium (3-10in)
586709,3,Alive,Poor,London planetree,12,Medium (3-10in)
71239,10,Alive,Good,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,Medium-Large (10-18in)
184142,2,Alive,Fair,American linden,Fordham South,Medium (3-10in)
715623,15,Alive,Good,honeylocust,Ozone Park,Large (18-24in)
112011,2,Alive,Good,Japanese zelkova,Crown Heights South,Medium (3-10in)
24704,16,Alive,Good,American elm,Crown Heights North,Large (18-24in)
146061,10,Alive,Good,red maple,Jackson Heights,Medium-Large (10-18in)
500252,14,Alive,Good,sweetgum,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
719395,16,Alive,Fair,littleleaf linden,South Ozone Park,Large (18-24in)
374703,4,Alive,Poor,Cornelian cherry,Port Richmond,Medium-Large (10-18in)
162845,16,Alive,Good,honeylocust,Lower East Side,Large (18-24in)
181045,3,Alive,Good,honeylocust,Crown Heights North,Medium (3-10in)
398730,11,Alive,Fair,sugar maple,Grasmere-Arrochar-Ft. Wadsworth,Large (18-24in)
564737,0,Stump,,,St. Albans,Small (0-3in)
105986,4,Alive,Good,silver linden,Washington Heights North,Medium-Large (10-18in)
663430,9,Alive,Good,smoketree,Murray Hill,Medium-Large (10-18in)
45677,4,Alive,Fair,American linden,MN01,Medium-Large (10-18in)
188737,21,Alive,Good,London planetree,Steinway,Very large (>24in)
310473,5,Alive,Good,honeylocust,Clinton,Medium-Large (10-18in)
429326,5,Alive,Good,Callery pear,Hunts Point,Medium-Large (10-18in)
212319,11,Alive,Good,Callery pear,Arden Heights,Large (18-24in)
481119,8,Alive,Good,honeylocust,BK35,Medium-Large (10-18in)
421890,2,Alive,Good,Callery pear,Canarsie,Medium (3-10in)
323723,3,Dead,,,Highbridge,Medium (3-10in)
488777,4,Alive,Fair,English oak,Bedford Park-Fordham North,Medium-Large (10-18in)
238070,3,Alive,Good,crab apple,Carroll Gardens-Columbia Street-Red Hook,Medium (3-10in)
650923,6,Alive,Good,Callery pear,Arden Heights,Medium-Large (10-18in)
654982,27,Alive,Good,ash,Jamaica,
597819,4,Alive,Good,honeylocust,Sunset Park West,Medium-Large (10-18in)
278432,2,Alive,Good,cherry,Schuylerville-Throgs Neck-Edgewater Park,Medium (3-10in)
606298,11,Alive,Good,honeylocust,Kew Gardens Hills,Large (18-24in)
257638,5,Alive,Fair,cherry,Longwood,Medium-Large (10-18in)
19681,0,Stump,,,Westerleigh,Small (0-3in)
710633,9,Alive,Poor,crimson king maple,Bensonhurst West,Medium-Large (10-18in)
215387,17,Alive,Good,London planetree,Kingsbridge Heights,Large (18-24in)
439573,19,Alive,Fair,maple,SI11,Very large (>24in)
120556,11,Alive,Good,London planetree,Carroll Gardens-Columbia Street-Red Hook,Large (18-24in)
464754,11,Alive,Good,honeylocust,Williamsbridge-Olinville,Large (18-24in)
453375,4,Alive,Good,European hornbeam,Spuyten Duyvil-Kingsbridge,Medium-Large (10-18in)
113321,6,Alive,Good,Sophora,Central Harlem South,Medium-Large (10-18in)
71527,21,Alive,Fair,Siberian elm,Brighton Beach,Very large (>24in)
685045,3,Alive,Good,honeylocust,Ozone Park,Medium (3-10in)
492009,10,Alive,Good,Japanese zelkova,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
25754,28,Alive,Good,Siberian elm,Flatbush,
420782,0,Stump,,,Stapleton-Rosebank,Small (0-3in)
296819,10,Alive,Good,sycamore maple,Schuylerville-Throgs Neck-Edgewater Park,Medium-Large (10-18in)
376456,9,Alive,Good,hedge maple,Grymes Hill-Clifton-Fox Hills,Medium-Large (10-18in)
150426,3,Alive,Good,swamp white oak,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Medium (3-10in)
484833,11,Alive,Fair,Callery pear,Sunset Park West,Large (18-24in)
453171,12,Alive,Good,Callery pear,Starrett City,Large (18-24in)
129068,9,Alive,Good,Sophora,25,Medium-Large (10-18in)
150998,18,Alive,Good,ginkgo,Jamaica Estates-Holliswood,Large (18-24in)
623335,10,Alive,Good,littleleaf linden,BK88,Medium-Large (10-18in)
650575,24,Alive,Fair,tree of heaven,South Ozone Park,Very large (>24in)
524098,5,Alive,Fair,Callery pear,Rossville-Woodrow,Medium-Large (10-18in)
23523,10,Alive,Good,sweetgum,Windsor Terrace,Medium-Large (10-18in)
457232,17,Alive,Fair,green ash,Bensonhurst East,Large (18-24in)
183641,14,Alive,Good,Japanese zelkova,Steinway,Large (18-24in)
340301,32,Alive,Good,pin oak,Murray Hill,
437230,6,Alive,Good,cherry,East New York,Medium-Large (10-18in)
18190,17,Alive,Good,honeylocust,Old Astoria,Large (18-24in)
509176,3,Alive,Good,littleleaf linden,Parkchester,Medium (3-10in)
73184,10,Alive,Fair,Callery pear,West Village,Medium-Large (10-18in)
150314,19,Alive,Fair,black locust,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Very large (>24in)
